"Date","Open","High","Low","Close","Volume","ticker","name"
"1962-01-02 00:00:00-05:00","0.04536847025156021","0.04660367424021197","0.04536847025156021","0.04536847025156021","806400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-03 00:00:00-05:00","0.04469469835571422","0.04469469835571422","0.04368390793568158","0.044357649981975555","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-04 00:00:00-05:00","0.044470142892407735","0.04503159408091663","0.044470142892407735","0.044694725424051285","844800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-05 00:00:00-05:00","0.04469473362503355","0.045256184916562456","0.043571651120943654","0.043683942407369614","1420800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-08 00:00:00-05:00","0.043347056785587576","0.043347056785587576","0.04239249629007791","0.04323476552963257","2035200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-09 00:00:00-05:00","0.04323479735523656","0.04424541426215818","0.04289792333939492","0.04402083158493042","960000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-10 00:00:00-05:00","0.04402083175775403","0.04486310419092106","0.04357167154213844","0.044245414435863495","1612800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-11 00:00:00-05:00","0.044245385580365094","0.044694725424051285","0.044020803048721545","0.044694725424051285","614400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-12 00:00:00-05:00","0.04469469835571422","0.04469469835571422","0.043908490331311854","0.044357649981975555","883200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-15 00:00:00-05:00","0.04424536770201655","0.04424536770201655","0.043796207960822654","0.0439084991812706","614400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-16 00:00:00-05:00","0.04379622542074202","0.04379622542074202","0.043066247376950084","0.04312247782945633","1113600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-17 00:00:00-05:00","0.04312248591979727","0.04312248591979727","0.041774995625019073","0.041774995625019073","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-18 00:00:00-05:00","0.04177496136362268","0.04199954118169809","0.040764170976249875","0.04093269258737564","2649600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-19 00:00:00-05:00","0.04132567226831762","0.04222417250275612","0.04132567226831762","0.04222417250275612","1459200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-22 00:00:00-05:00","0.04222413584575395","0.042673300753085674","0.041774973508721315","0.04256100952625275","1075200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-23 00:00:00-05:00","0.04244872631099365","0.04244872631099365","0.04166251793503761","0.04166251793503761","768000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-24 00:00:00-05:00","0.04166252098343162","0.04177498444975851","0.04042731973506427","0.04121335595846176","2611200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-25 00:00:00-05:00","0.04121334793462291","0.04188726498065724","0.04087647423148155","0.04087647423148155","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-26 00:00:00-05:00","0.04087648215982777","0.04087648215982777","0.04020273719316568","0.0404273197054863","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-29 00:00:00-05:00","0.0404273197054863","0.040539610961646606","0.04031502844932599","0.0404273197054863","307200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-30 00:00:00-05:00","0.04042732793728243","0.040764201774357474","0.04025880619883537","0.04025880619883537","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-31 00:00:00-05:00","0.040427325973962494","0.041887279599905014","0.040427325973962494","0.041887279599905014","1766400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-01 00:00:00-05:00","0.04222417250275612","0.04289791787836805","0.04222417250275612","0.04222417250275612","1420800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-02 00:00:00-05:00","0.042224139728375944","0.04267330467700958","0.041550222665669656","0.04267330467700958","1152000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-05 00:00:00-05:00","0.04267330467700958","0.04267330467700958","0.04233643096553435","0.04267330467700958","384000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-06 00:00:00-05:00","0.04267328862308494","0.04267328862308494","0.0421118326485157","0.0421118326485157","691200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-07 00:00:00-05:00","0.042111840518232475","0.04233642295002937","0.042111840518232475","0.04233642295002937","192000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-08 00:00:00-05:00","0.04233643430535002","0.04267330804340038","0.04188726932128288","0.042448725551366806","768000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-09 00:00:00-05:00","0.04244872220269276","0.04267330467700958","0.042224139728375944","0.04267330467700958","729600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-12 00:00:00-05:00","0.04267329659772471","0.04278558524332431","0.04233642295002937","0.04233642295002937","307200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-13 00:00:00-05:00","0.04233642295002937","0.042561005381826264","0.04233642295002937","0.04233642295002937","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-14 00:00:00-05:00","0.042336446269508984","0.042336446269508984","0.04155023768544197","0.04155023768544197","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-15 00:00:00-05:00","0.041550233642868105","0.04188727708314301","0.0413256511092186","0.0413256511092186","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-16 00:00:00-05:00","0.0413256511092186","0.042111859616792514","0.0413256511092186","0.0413256511092186","1190400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-19 00:00:00-05:00","0.04166253125902185","0.04199957475066185","0.04166253125902185","0.04199957475066185","345600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-20 00:00:00-05:00","0.04199957562728181","0.042111866913563396","0.041662532128606995","0.041774995625019073","460800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-21 00:00:00-05:00","0.04177499245105934","0.042111863714009025","0.04155023768544197","0.04155023768544197","691200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-23 00:00:00-05:00","0.04155020696010728","0.04211183257336629","0.04110104218125343","0.04110104218125343","1036800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-26 00:00:00-05:00","0.041101075697199035","0.042111866913563396","0.04087649312463585","0.041774995625019073","768000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-27 00:00:00-05:00","0.04177499475308658","0.04211186603459969","0.04177499475308658","0.04199957475066185","460800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-28 00:00:00-05:00","0.0418872731357012","0.0418872731357012","0.041101064702219296","0.04121335595846176","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-03-01 00:00:00-05:00","0.04121337809236894","0.04121337809236894","0.04042734144682547","0.04098879545927048","19545600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-03-02 00:00:00-05:00","0.04110108351294193","0.04143795743584633","0.04110108351294193","0.04143795743584633","806400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-03-05 00:00:00-05:00","0.04143793040338381","0.04143793040338381","0.04087647423148155","0.04087647423148155","652800","KO","The Coca-Cola Company (KO) Historical Data"
